1,0.019,0
3,0.005,0.001
9,0.003,0
27,0.001,0
81,0.001,0.001
243,0.001,0
729,0.001,0.001
2187,0.001,0.001
6561,0.002,0.001
19683,0.002,0
59049,0.001,0
177147,0.001,0.001
531441,0.001,0.001
1594323,0.001,0.001
4782969,0.001,0.001
14348907,0.002,0.001
43046721,0.002,0.001
129140163,0.002,0.001
387420489,0.002,0.001
1162261467,0.002,0.001
